Aa en Hunze,Achtkarspelen,Ameland,Appingedam,Assen,Bedum,Bellingwedde,het Bildt,Boarnsterhim,Ten Boer,Borger-Odoorn,Coevorden,Dantumadiel,Delfzijl,Dongeradeel,Eemsmond,Emmen,Ferwerderadiel,Franekeradeel,De Friese Meren,De Fryske Marren,Gaasterlân-Sleat,Groningen,Grootegast,Haren,Harlingen,Heerenveen,Hoogeveen,Hoogezand-Sappemeer,Kollumerland en Nieuwkruisland,Leek,Leeuwarden,Leeuwarderadeel,Lemsterland,Littenseradiel,Loppersum,De Marne,Marum,Menameradiel,Menterwolde,Meppel,Midden-Drenthe,Midden-Groningen,Noordenveld,Oldambt,Ooststellingwerf,Opsterland,Pekela,Schiermonnikoog,Skarsterlân,Slochteren,Smallingerland,Stadskanaal,Súdwest-Fryslân,Terschelling,Tynaarlo,Tytsjerksteradiel,Veendam,Vlagtwedde,Vlieland,Waadhoeke,Westerveld,Westerwolde,Weststellingwerf,Winsum,De Wolden,Zuidhorn
175,50,15,69,412,154,30,21,53,141,84,84,14,126,36,94,253,5,32,,,13,,40,649,16,112,104,271,26,265,313,11,23,25,98,67,67,17,48,86,116,,344,154,80,93,22,7,86,157,154,92,173,13,613,47,185,53,9,,33,,41,162,61,315
1,37,2,0,1,2,1,0,1,3,1,0,5,0,2,1,3,1,0,,,0,79,,4,0,0,1,4,13,29,8,1,0,0,0,5,37,1,2,1,1,,11,1,8,2,1,0,0,1,26,6,1,0,1,10,0,0,0,,0,,0,0,0,83
9,0,0,3,32,7,2,0,0,8,6,4,0,4,0,2,5,0,1,,,0,436,0,,0,1,3,25,0,9,11,0,0,0,1,1,6,1,3,0,7,,10,10,2,2,0,0,2,8,7,2,4,2,118,1,3,1,0,,0,,0,1,0,11
0,3,2,0,3,0,0,6,7,0,2,0,3,1,6,0,2,0,76,,,2,54,0,1,,7,1,0,1,0,102,3,4,5,0,0,0,13,0,2,0,,1,1,5,6,1,0,1,0,7,5,50,12,0,10,0,1,4,,1,,2,0,1,1
6,6,0,0,12,1,0,1,72,0,0,7,6,1,1,0,6,1,8,,,9,158,3,1,3,,9,5,3,2,130,5,28,1,0,0,3,5,0,9,9,,9,3,61,131,0,1,171,1,78,0,61,6,2,17,3,0,4,,10,,102,0,3,3
16,2,0,1,66,2,2,0,0,0,8,90,0,12,0,1,69,0,1,,,0,173,0,3,1,10,,6,0,3,27,0,0,3,0,0,4,0,0,53,79,,25,7,3,4,6,0,1,0,6,11,8,0,6,4,4,2,0,,26,,6,2,140,0
23,3,3,14,26,2,7,0,4,2,14,4,0,17,2,4,17,0,1,,,0,379,1,25,1,1,7,,1,15,16,0,2,0,10,7,5,0,37,8,8,,15,50,2,2,11,0,6,59,13,15,4,1,44,3,80,8,0,,4,,1,11,2,8
1,56,1,0,2,0,0,0,6,0,0,1,60,0,32,2,0,8,2,,,0,41,3,0,0,7,0,0,,2,32,0,0,0,0,3,1,1,0,0,0,,1,1,0,2,0,4,3,2,21,0,6,0,0,17,2,0,0,,0,,2,1,0,9
0,2,1,4,15,1,1,0,0,0,3,0,0,5,8,1,4,2,2,,,1,248,24,9,0,3,1,6,10,,13,0,3,0,0,1,75,0,7,0,7,,96,9,5,13,2,0,1,2,19,6,11,2,15,9,3,2,1,,0,,2,1,0,36
10,56,42,13,46,6,3,68,187,2,5,9,64,10,81,5,45,47,151,,,8,399,9,19,73,132,16,18,35,17,,176,19,44,1,5,5,133,1,30,19,,28,14,40,78,7,1,42,3,200,10,265,34,35,268,7,13,14,,16,,52,2,7,22
1,2,4,0,0,0,0,18,5,0,0,0,0,0,1,0,0,26,14,,,1,30,0,0,6,5,0,0,1,0,227,,2,4,0,0,0,3,0,2,0,,0,0,2,0,0,0,0,0,10,0,11,2,7,12,1,0,2,,1,,2,0,0,5
1,0,0,0,3,0,1,1,9,0,0,4,0,0,0,0,1,4,2,,,31,49,0,0,1,50,1,0,0,0,22,0,,2,0,0,1,0,0,3,0,,0,0,1,5,0,0,36,0,5,0,35,1,1,0,0,0,0,,1,,10,0,0,0
0,0,0,0,0,0,0,5,13,0,0,0,4,0,3,0,0,0,24,,,1,41,0,0,4,6,1,1,5,1,55,3,2,,0,0,0,12,0,0,1,,0,0,4,1,0,0,8,0,2,0,113,2,0,8,1,1,1,,0,,1,0,0,0
2,0,0,30,4,29,0,0,0,21,0,0,0,52,0,32,3,1,0,,,0,115,0,4,1,0,2,5,0,3,4,0,0,1,,6,7,1,0,0,5,,2,12,2,0,2,0,0,11,1,2,1,0,8,0,4,0,0,,0,,1,13,0,1
7,3,0,0,11,21,1,1,1,1,2,1,0,2,5,24,1,0,1,,,0,105,3,5,8,2,1,10,2,9,7,0,0,0,3,,1,0,2,0,16,,0,5,0,1,0,2,0,6,2,0,0,1,3,0,0,0,0,,0,,0,93,0,6
3,12,0,1,4,1,6,0,0,0,9,0,0,1,1,0,2,0,0,,,0,83,29,5,0,0,4,3,2,81,9,0,0,0,1,0,,0,0,0,3,,23,6,11,13,1,0,1,0,26,0,2,1,5,0,1,1,0,,2,,1,4,1,12
0,9,2,0,0,0,0,34,12,0,0,0,0,0,2,0,0,5,37,,,0,30,3,0,12,8,0,1,1,0,173,18,0,22,0,0,3,,0,0,2,,7,0,2,7,0,0,6,0,9,0,23,3,2,16,0,0,0,,1,,1,0,0,0
6,0,1,4,9,1,6,0,2,1,3,1,0,5,0,1,11,0,0,,,0,55,0,3,0,0,2,55,0,5,4,0,2,0,1,1,1,0,,2,5,,4,55,0,1,20,0,0,18,3,10,0,1,12,0,125,2,0,,5,,2,0,0,6
3,0,2,0,16,0,0,0,1,0,2,0,0,0,0,0,20,0,2,,,0,93,0,0,1,4,38,3,2,1,29,2,2,0,0,2,0,2,0,,7,,5,0,6,1,0,0,3,0,2,2,4,0,3,0,2,1,0,,54,,16,0,107,0
16,1,0,1,263,0,4,0,6,0,16,38,0,1,1,2,39,0,0,,,1,173,1,4,0,5,87,5,2,7,17,0,0,1,2,2,1,0,0,13,,,19,5,35,1,0,0,4,3,6,5,1,0,12,0,2,5,0,,22,,5,9,27,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,1,1,78,5,0,1,0,4,4,5,2,0,2,4,16,0,3,,,0,360,8,18,0,6,4,10,3,68,34,0,1,0,1,3,12,0,1,2,26,,,8,20,8,0,0,1,3,9,9,4,2,62,2,6,2,1,,5,,2,2,1,13
20,0,1,14,31,15,115,0,3,7,10,5,1,41,0,3,31,1,0,,,1,284,3,10,0,2,3,44,1,4,21,0,0,0,6,6,4,1,37,2,11,,10,,1,5,128,1,0,24,7,46,2,3,16,4,102,38,0,,0,,0,9,3,4
4,16,3,0,56,2,0,0,4,1,5,14,3,1,6,0,5,1,9,,,0,135,1,4,2,40,2,0,0,13,54,1,1,2,0,0,8,5,0,6,42,,21,1,,58,0,0,6,2,66,0,17,4,4,9,5,2,0,,21,,50,1,7,3
2,15,1,0,4,0,0,2,17,0,0,0,5,1,4,2,1,4,7,,,9,125,10,1,1,157,3,3,7,8,68,4,1,1,3,1,9,10,0,1,0,,10,4,60,,0,0,42,1,238,9,23,3,5,14,2,1,3,,8,,18,0,0,2
10,0,0,1,4,0,26,0,3,2,11,13,0,4,1,3,19,0,2,,,1,79,1,5,2,0,3,18,0,0,4,0,2,0,0,0,4,7,19,4,3,,1,153,5,0,,0,1,4,0,43,8,0,8,3,65,26,1,,0,,0,5,1,6
0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,,,1,20,1,2,4,0,0,0,2,0,2,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,,0,,0,4,0,1
0,0,1,0,2,0,1,2,30,5,0,1,2,0,3,1,5,3,11,,,18,122,0,1,2,181,0,0,2,0,50,1,22,5,0,0,0,1,0,1,4,,5,1,3,28,0,0,,0,21,1,90,2,1,7,0,0,0,,2,,14,0,3,0
7,2,1,28,7,7,2,0,2,6,3,1,1,36,0,2,4,0,0,,,0,174,0,12,0,2,2,89,0,5,7,0,0,0,8,0,0,0,17,1,6,,9,31,0,1,1,1,0,,2,4,1,1,14,0,11,1,0,,3,,0,4,0,4
2,91,2,0,16,5,0,15,24,3,15,4,25,2,26,3,10,6,7,,,3,309,26,10,18,76,5,5,12,20,227,10,5,4,4,9,20,8,2,14,8,,15,6,63,250,0,2,22,4,,1,42,4,14,107,5,14,2,,6,,18,0,9,4
43,0,0,0,24,7,29,0,4,2,182,12,7,15,5,6,89,0,1,,,0,172,1,5,2,5,30,25,0,6,14,1,2,0,1,2,0,0,7,3,13,,4,68,1,0,45,0,0,9,1,,2,0,12,7,57,103,0,,3,,3,2,3,4
3,4,0,0,14,0,0,5,60,2,2,4,11,0,19,0,11,9,59,,,75,273,1,3,81,78,3,6,4,4,274,6,40,70,0,1,2,8,1,4,4,,4,11,5,25,4,0,84,1,77,2,,19,4,37,3,0,7,,3,,20,0,1,0
5,0,0,0,2,0,0,1,3,0,2,1,1,2,3,2,3,0,8,,,1,18,0,1,33,3,1,1,6,0,34,1,1,2,0,0,0,3,0,0,1,,6,4,2,0,0,0,1,1,9,3,12,,3,3,0,2,1,,0,,0,0,1,0
80,1,0,0,100,0,2,1,2,1,12,5,1,7,0,6,36,0,5,,,0,563,3,76,1,3,11,44,0,10,30,1,1,0,6,3,8,0,2,1,10,,61,21,8,5,6,0,2,5,7,8,4,0,,3,18,4,0,,8,,1,2,3,2
1,71,1,2,1,0,0,17,18,0,1,4,76,2,22,0,1,11,12,,,3,69,7,2,6,17,0,0,14,12,314,13,0,4,4,0,4,8,0,2,0,,4,5,15,26,0,0,6,0,137,6,55,4,1,,2,5,2,,1,,5,0,0,3
33,0,1,2,37,5,18,1,1,1,11,5,0,22,0,3,23,0,1,,,0,217,3,7,0,0,8,76,1,9,18,1,0,0,5,1,0,0,99,0,5,,4,83,6,0,53,0,3,9,2,55,9,0,21,0,,17,0,,0,,1,0,1,10
10,0,0,1,11,2,21,0,1,4,43,10,0,5,2,0,101,0,1,,,0,97,0,3,1,5,14,2,0,3,12,0,0,0,1,0,0,0,1,0,5,,34,46,0,2,15,0,0,0,5,92,2,0,11,7,10,,0,,5,,2,0,2,0
4,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,5,,,0,7,0,2,7,4,0,0,0,1,25,1,1,1,0,2,0,1,0,0,0,,1,0,0,2,0,0,0,0,6,0,6,1,0,1,0,0,,,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,0,0,23,0,0,0,2,0,6,5,0,0,1,0,22,0,1,,,6,75,0,0,4,13,25,4,1,0,15,1,0,0,0,0,0,1,1,72,31,,7,3,19,2,0,0,4,0,5,2,5,1,1,2,1,2,0,,,,19,0,35,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,1,2,9,0,0,1,8,0,1,1,0,0,4,0,7,2,1,,,1,64,1,1,6,96,2,0,1,0,54,0,9,3,0,0,0,6,0,19,1,,0,2,34,15,0,0,12,1,19,1,14,2,0,8,0,0,0,,37,,,0,3,1
6,5,1,5,6,16,0,1,0,6,3,1,1,3,0,29,4,0,2,,,1,203,6,9,1,0,1,6,0,2,10,0,0,0,10,50,0,0,6,0,6,,4,7,1,0,0,2,0,2,5,1,1,1,19,1,3,0,0,,6,,0,,0,14
2,1,0,0,19,0,0,0,0,1,2,10,0,1,0,0,18,1,0,,,0,75,0,0,1,2,148,0,0,1,6,0,0,0,0,1,0,0,1,134,34,,7,0,7,0,0,1,0,0,1,1,1,4,2,1,0,0,0,,56,,6,0,,0
4,8,1,2,20,6,2,0,6,2,4,3,0,4,1,4,2,0,0,,,2,270,75,12,0,0,1,4,5,31,8,3,0,0,1,17,11,0,2,1,4,,18,3,4,0,0,2,0,4,7,1,0,0,7,3,10,0,1,,4,,0,6,0,
