Aa en Hunze,Achtkarspelen,Ameland,Appingedam,Assen,Bedum,Bellingwedde,het Bildt,Boarnsterhim,Ten Boer,Borger-Odoorn,Coevorden,Dantumadiel,Delfzijl,Dongeradeel,Eemsmond,Emmen,Ferwerderadiel,Franekeradeel,De Friese Meren,De Fryske Marren,Gaasterlân-Sleat,Groningen,Grootegast,Haren,Harlingen,Heerenveen,Hoogeveen,Hoogezand-Sappemeer,Kollumerland en Nieuwkruisland,Leek,Leeuwarden,Leeuwarderadeel,Lemsterland,Littenseradiel,Loppersum,De Marne,Marum,Menameradiel,Menterwolde,Meppel,Midden-Drenthe,Midden-Groningen,Noordenveld,Oldambt,Ooststellingwerf,Opsterland,Pekela,Schiermonnikoog,Skarsterlân,Slochteren,Smallingerland,Stadskanaal,Súdwest-Fryslân,Terschelling,Tynaarlo,Tytsjerksteradiel,Veendam,Vlagtwedde,Vlieland,Waadhoeke,Westerveld,Westerwolde,Weststellingwerf,Winsum,De Wolden,Zuidhorn
90,1,0,0,68,0,4,0,,0,,56,0,1,0,0,297,0,0,,1,,140,0,4,0,2,17,8,1,0,8,0,,0,0,0,0,0,2,3,20,,4,16,6,5,12,0,,5,3,265,2,1,13,1,15,56,1,,8,,0,2,9,1
26,1,1,1,40,0,3,0,,0,69,,0,2,1,1,463,5,0,,4,,121,0,3,3,3,142,1,0,3,15,0,,0,1,1,1,0,2,26,58,,2,9,6,0,3,1,,1,0,10,3,0,6,6,6,22,0,,14,,6,3,12,2
0,89,3,0,2,0,0,1,,0,0,0,,0,130,0,0,19,1,,3,,38,1,2,4,6,0,2,66,1,67,1,,0,0,2,4,2,1,3,1,,0,0,0,16,0,0,,1,27,1,7,0,0,119,0,0,0,,0,,3,0,0,1
3,1,2,235,19,15,13,3,,9,5,3,0,,1,24,10,0,1,,5,,294,2,11,1,4,5,50,0,13,24,0,,4,29,12,2,0,17,6,7,,10,66,6,0,7,0,,50,6,9,9,1,13,7,32,14,0,,4,,2,15,0,10
0,32,6,0,1,0,0,10,,0,0,1,162,0,,0,2,64,8,,3,,41,4,0,9,11,1,0,75,1,119,10,,1,1,7,1,1,1,2,2,,1,0,8,8,0,1,,0,25,0,22,2,3,51,0,0,0,,3,,5,0,0,8
9,2,2,9,12,14,1,0,,32,3,1,1,43,2,,0,0,0,,2,,177,1,13,0,4,8,12,1,5,6,2,,0,51,15,1,3,3,1,3,,6,12,0,0,0,0,,5,5,7,0,0,9,1,8,0,2,,3,,0,36,1,11
40,2,4,2,94,3,4,5,,3,316,488,1,9,3,2,,0,4,,8,,382,0,4,0,13,115,19,1,2,53,0,,2,1,3,4,3,3,46,40,,21,12,8,5,10,1,,4,4,82,14,1,32,4,17,142,1,,11,,2,9,30,3
0,1,1,0,5,0,0,22,,0,0,0,22,0,55,0,0,,6,,3,,11,0,1,3,11,0,1,8,0,87,48,,0,0,1,0,8,0,0,4,,1,2,0,8,0,0,,0,7,9,3,0,1,27,0,0,1,,5,,1,1,1,0
1,7,0,0,3,0,0,38,,0,0,2,6,4,7,0,1,4,,,26,,46,2,1,100,14,2,2,2,0,208,12,,16,0,0,2,53,0,1,3,,2,2,2,17,0,0,,0,27,2,74,8,1,26,0,0,5,,3,,5,1,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,2,4,4,0,0,7,,0,2,4,9,2,6,1,15,9,11,,,,180,2,1,7,325,2,1,5,13,133,5,,15,0,1,5,30,0,5,0,,2,5,15,61,0,0,,2,34,7,280,7,3,13,3,2,0,,10,,52,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,64,18,63,633,218,44,19,,213,99,87,18,197,44,126,249,8,39,,134,,,84,977,34,136,117,442,46,328,425,8,,13,96,73,122,15,80,100,172,,484,186,109,90,32,22,,234,207,139,194,17,868,72,187,57,10,,66,,38,209,64,408
3,93,4,0,6,5,2,0,,4,1,1,0,5,2,0,3,0,1,,3,,77,,9,2,6,1,9,12,49,13,0,,0,2,1,64,0,0,0,4,,20,1,3,11,0,0,,1,28,0,0,0,3,7,2,0,1,,0,,0,5,0,71
30,1,0,3,62,6,0,2,,8,3,4,0,12,3,1,10,1,2,,3,,527,1,,0,3,3,46,1,10,10,1,,1,7,8,2,0,8,5,14,,46,13,5,0,3,0,,20,6,13,7,1,129,0,16,7,0,,2,,0,1,6,12
0,3,1,1,1,0,0,6,,0,0,0,5,0,8,0,6,0,114,,10,,45,0,0,,9,0,2,3,0,136,5,,12,0,1,2,29,0,1,1,,2,2,1,8,0,0,,0,7,0,71,20,1,2,0,0,5,,0,,4,0,0,0
6,24,5,0,7,0,0,4,,0,2,5,6,0,16,2,12,5,11,,251,,173,0,1,8,,12,3,8,10,240,6,,6,0,1,1,15,2,12,6,,7,2,65,211,0,1,,1,98,3,94,4,9,25,0,0,6,,13,,138,2,7,5
15,0,0,0,52,1,3,2,,1,8,108,0,1,0,0,82,0,2,,10,,147,0,2,0,4,,4,0,5,24,1,,0,0,0,1,1,3,75,100,,7,4,8,1,3,0,,4,15,11,4,0,6,5,12,4,0,,22,,1,1,251,0
43,7,0,9,34,5,9,3,,15,7,3,0,39,5,13,24,0,2,,0,,410,3,43,1,1,15,,0,13,21,0,,0,6,8,5,0,94,3,5,,17,58,5,6,9,0,,108,7,17,5,1,97,14,101,11,0,,3,,1,3,1,11
0,96,2,0,3,0,0,6,,0,0,4,94,2,66,0,0,0,2,,2,,37,13,3,4,5,2,1,,2,48,2,,3,0,10,3,0,0,1,0,,4,0,6,10,0,1,,0,21,0,8,2,1,26,0,0,0,,0,,0,2,0,12
5,5,1,3,27,1,2,1,,1,3,0,0,5,2,14,4,0,1,,4,,268,35,11,3,9,6,14,4,,25,0,,2,5,8,81,1,1,2,10,,148,20,16,17,1,0,,5,33,4,0,1,22,6,14,0,0,,1,,0,4,3,44
17,62,41,3,36,2,11,119,,2,9,8,51,15,74,2,43,77,174,,130,,420,14,19,85,274,21,21,35,13,,250,,99,1,10,13,205,7,26,23,,42,15,51,73,5,1,,4,226,15,285,35,21,376,13,5,32,,16,,60,5,16,19
0,2,3,0,0,0,0,23,,2,0,0,10,0,8,0,0,24,11,,12,,28,5,0,3,12,0,0,5,0,218,,,5,0,0,0,10,1,0,1,,0,0,6,1,1,0,,0,14,0,7,0,1,12,3,1,1,,0,,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,0,0,0,0,2,0,,0,1,0,4,0,2,0,0,2,48,,20,,30,1,0,16,19,0,0,1,0,121,8,,,0,0,0,19,0,2,0,,0,0,2,8,0,0,,0,13,1,134,2,0,13,0,0,1,,0,,4,0,0,1
7,0,0,33,6,23,2,0,,15,0,1,0,60,0,65,6,0,0,,1,,138,1,5,0,2,2,3,0,3,5,0,,0,,11,6,0,6,3,6,,7,19,0,2,0,4,,19,5,3,1,0,2,0,5,0,0,,3,,2,28,0,9
7,2,1,3,5,7,7,1,,7,1,0,1,7,14,23,1,0,1,,0,,74,7,3,1,1,1,7,12,6,9,0,,2,5,,2,0,0,0,2,,3,4,3,1,5,2,,7,4,1,4,3,3,1,2,3,0,,0,,0,88,0,22
2,11,0,0,12,0,0,0,,1,0,2,0,2,1,2,0,0,0,,0,,101,50,3,0,2,2,10,3,100,9,0,,0,0,3,,0,0,0,1,,22,3,14,31,0,0,,3,36,1,1,2,7,6,5,1,1,,5,,0,2,0,9
0,5,2,0,0,2,0,57,,1,0,0,3,3,6,0,0,10,47,,6,,30,2,0,16,16,1,0,1,0,202,29,,23,0,0,1,,0,1,0,,0,2,5,5,0,0,,0,6,0,27,2,0,36,4,0,0,,0,,1,0,2,0
16,0,0,5,13,4,7,0,,0,9,5,2,14,0,9,10,0,0,,0,,93,2,12,0,2,7,96,0,4,8,0,,0,0,1,0,0,,0,1,,4,45,3,2,12,0,,30,3,13,6,0,7,0,214,12,2,,0,,1,7,2,9
7,0,0,0,21,1,0,1,,0,6,6,0,0,0,0,18,1,1,,9,,105,0,4,3,4,73,4,0,2,32,0,,0,0,0,0,0,0,,6,,1,9,4,0,0,0,,0,2,2,4,1,5,2,0,0,0,,106,,13,0,179,1
49,1,0,0,333,1,18,1,,1,33,83,0,5,3,2,74,3,2,,19,,202,0,5,5,5,137,7,2,5,32,0,,0,1,6,1,0,0,24,,,15,6,72,3,4,0,,3,29,16,7,1,28,13,16,7,0,,43,,5,0,40,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,14,2,28,340,12,24,95,,10,30,87,12,86,16,14,91,5,23,,136,,449,30,90,20,39,133,65,21,186,64,9,,7,5,12,49,5,11,13,63,,,53,72,18,48,1,,23,130,100,217,1,131,4,45,9,1,,10,,10,35,11,31
34,2,2,17,43,4,85,0,,10,13,7,0,64,0,1,26,0,0,,2,,259,6,15,3,5,12,52,1,3,17,0,,1,11,2,1,0,56,7,11,,6,,3,1,143,0,,23,6,48,0,1,22,5,78,42,0,,3,,3,3,4,2
10,15,4,0,69,1,0,0,,0,2,17,7,0,7,0,17,0,4,,6,,137,11,6,5,69,8,7,0,19,51,2,,0,0,0,17,5,2,12,43,,35,3,,73,2,1,,1,94,2,13,1,13,6,2,2,5,,30,,84,0,11,5
3,35,1,1,8,1,1,2,,0,1,1,4,0,6,1,0,2,3,,46,,134,11,1,8,215,7,1,5,7,83,1,,7,0,2,28,5,0,11,1,,20,5,81,,0,0,,0,341,3,27,1,5,19,2,0,1,,1,,40,1,4,3
19,0,0,13,24,2,38,5,,0,14,19,0,18,1,3,18,1,0,,0,,73,0,3,0,1,1,23,0,9,6,0,,0,1,0,0,0,11,14,2,,1,143,1,3,,0,,4,30,99,8,0,14,3,68,35,1,,2,,0,0,5,3
0,3,0,0,0,4,0,0,,0,0,1,1,0,6,2,1,0,0,,0,,15,0,0,0,0,0,1,1,0,3,0,,0,0,3,0,0,0,0,1,,0,1,0,0,0,,,0,1,1,2,1,0,2,0,0,1,,0,,1,0,0,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,0,18,12,6,2,0,,9,6,2,0,54,0,9,7,0,1,,0,,221,0,8,0,1,3,124,0,5,6,0,,0,11,1,2,0,37,0,0,,9,14,2,0,3,0,,,4,6,0,4,20,2,29,0,0,,0,,1,2,0,1
8,147,3,0,21,0,1,7,,0,5,13,35,7,22,4,29,8,22,,31,,276,29,7,13,88,6,17,17,15,215,7,,11,4,1,31,9,2,14,19,,15,6,88,392,2,0,,3,,4,40,0,16,172,4,0,2,,4,,20,7,12,13
69,0,0,0,46,0,30,1,,1,266,15,1,20,0,4,117,1,2,,5,,203,0,5,0,1,12,25,0,7,8,0,,0,2,0,4,0,13,6,14,,3,58,0,0,40,0,,3,3,,2,0,20,4,92,163,0,,0,,2,5,3,10
4,8,4,6,11,3,3,19,,4,1,5,5,11,9,7,8,1,99,,268,,278,9,2,97,161,6,4,9,5,408,8,,161,6,0,11,40,3,20,10,,8,6,9,47,3,1,,5,42,15,,28,7,31,2,11,6,,3,,19,2,3,6
0,1,0,0,2,0,1,2,,2,1,1,0,3,3,2,4,2,1,,4,,23,1,2,24,1,1,0,0,3,49,1,,4,0,1,1,1,2,1,2,,0,2,1,1,0,0,,3,1,1,17,,3,2,1,0,1,,1,,2,1,2,1
157,1,5,6,158,3,3,0,,5,18,2,0,14,1,8,62,1,4,,0,,543,6,115,1,4,12,61,1,24,24,0,,0,8,3,12,0,4,5,47,,79,28,8,5,2,2,,24,5,13,8,3,,6,22,1,2,,10,,8,3,11,12
0,96,3,0,4,0,1,12,,0,4,6,101,3,38,0,4,13,10,,20,,82,8,1,4,45,1,1,24,11,389,6,,10,0,0,12,10,5,0,2,,6,7,16,27,0,0,,2,181,5,37,3,6,,1,11,2,,5,,10,1,1,8
75,0,0,3,49,3,32,0,,3,14,4,0,32,0,8,33,3,1,,0,,253,3,10,0,4,6,73,3,9,15,0,,0,1,2,5,0,153,3,7,,17,89,5,3,79,0,,17,5,69,1,4,24,1,,20,0,,1,,1,0,1,6
8,1,0,3,46,0,97,126,,1,44,100,0,57,0,3,140,0,0,,97,,89,0,3,1,1,64,5,0,1,16,1,,0,1,0,0,0,2,5,13,,2,52,2,5,48,1,,2,18,235,66,0,15,29,18,,0,,2,,1,0,5,3
0,1,0,0,0,0,0,1,,0,1,0,0,0,0,1,3,0,1,,2,,14,1,0,11,3,0,0,0,1,17,1,,0,0,0,0,2,1,0,0,,0,0,3,1,0,0,,0,2,0,8,2,1,4,0,0,,,1,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,0,1,60,0,3,0,,3,7,9,0,2,2,2,15,0,2,,4,,64,0,1,1,11,23,0,0,0,13,0,,0,0,0,0,0,1,110,48,,7,1,40,7,3,0,,0,3,0,15,1,7,0,4,2,0,,,,57,0,67,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,0,1,3,0,0,0,,0,0,2,0,0,1,0,8,5,7,,17,,51,0,2,3,124,12,1,1,0,52,0,,2,1,1,0,0,0,36,3,,12,0,53,23,0,1,,1,18,1,21,0,5,5,2,1,0,,47,,,0,4,0
5,2,1,3,19,22,1,0,,8,0,6,0,8,1,54,1,0,0,,0,,203,4,11,0,1,1,4,2,16,8,0,,0,12,61,5,0,1,0,3,,5,4,2,0,0,0,,4,4,3,2,3,12,0,6,1,0,,0,,1,,2,17
2,0,1,1,32,0,0,0,,0,4,12,0,0,0,0,20,0,0,,5,,60,0,3,1,0,229,3,1,3,12,0,,1,0,0,0,0,0,217,17,,4,0,7,0,0,0,,0,0,1,1,1,4,0,0,1,0,,66,,2,0,,0
5,20,0,5,17,5,0,0,,4,1,0,14,1,2,9,5,2,0,,1,,293,67,16,0,1,2,16,20,65,14,0,,0,3,20,31,0,5,1,3,,24,4,11,6,1,3,,5,10,4,7,1,14,4,3,3,0,,5,,3,13,0,
