from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Hoogeveen,Súdwest.Fryslân,2,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Súdwest.Fryslân,8,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Súdwest.Fryslân,10,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Súdwest.Fryslân,2,2012,Leek,Groningen
Leeuwarden,Súdwest.Fryslân,227,2012,Leeuwarden,Friesland
Leeuwarderadeel,Súdwest.Fryslân,19,2012,Leeuwarderadeel,Friesland
Lemsterland,Súdwest.Fryslân,32,2012,Lemsterland,Friesland
Littenseradiel,Súdwest.Fryslân,72,2012,Littenseradiel,Friesland
Loppersum,Súdwest.Fryslân,1,2012,Loppersum,Groningen
De.Marne,Súdwest.Fryslân,0,2012,De Marne,Groningen
Marum,Súdwest.Fryslân,5,2012,Marum,Groningen
Menameradiel,Súdwest.Fryslân,13,2012,Menameradiel,Friesland
Menterwolde,Súdwest.Fryslân,0,2012,Menterwolde,Groningen
Meppel,Súdwest.Fryslân,3,2012,Meppel,Drenthe
Midden.Drenthe,Súdwest.Fryslân,4,2012,Midden Drenthe,Drenthe
Midden.Groningen,Súdwest.Fryslân,NA,2012,Midden Groningen,Groningen
Noordenveld,Súdwest.Fryslân,9,2012,Noordenveld,Drenthe
Oldambt,Súdwest.Fryslân,12,2012,Oldambt,Groningen
Ooststellingwerf,Súdwest.Fryslân,11,2012,Ooststellingwerf,Friesland
Opsterland,Súdwest.Fryslân,24,2012,Opsterland,Friesland
Pekela,Súdwest.Fryslân,5,2012,Pekela,Groningen
Schiermonnikoog,Súdwest.Fryslân,1,2012,Schiermonnikoog,Friesland
Skarsterlân,Súdwest.Fryslân,97,2012,Skarsterlân,Friesland
Slochteren,Súdwest.Fryslân,1,2012,Slochteren,Groningen
Smallingerland,Súdwest.Fryslân,44,2012,Smallingerland,Friesland
Stadskanaal,Súdwest.Fryslân,9,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Súdwest.Fryslân,NA,2012,Súdwest Fryslân,Friesland
Terschelling,Súdwest.Fryslân,23,2012,Terschelling,Friesland
Tynaarlo,Súdwest.Fryslân,3,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Súdwest.Fryslân,31,2012,Tytsjerksteradiel,Friesland
Veendam,Súdwest.Fryslân,9,2012,Veendam,Groningen
Vlagtwedde,Súdwest.Fryslân,3,2012,Vlagtwedde,Groningen
Vlieland,Súdwest.Fryslân,5,2012,Vlieland,Friesland
Waadhoeke,Súdwest.Fryslân,NA,2012,Waadhoeke,Friesland
Westerveld,Súdwest.Fryslân,2,2012,Westerveld,Drenthe
Westerwolde,Súdwest.Fryslân,NA,2012,Westerwolde,Groningen
Weststellingwerf,Súdwest.Fryslân,15,2012,Weststellingwerf,Friesland
Winsum,Súdwest.Fryslân,1,2012,Winsum,Groningen
De.Wolden,Súdwest.Fryslân,1,2012,De Wolden,Drenthe
Zuidhorn,Súdwest.Fryslân,3,2012,Zuidhorn,Groningen
Aa.en.Hunze,Terschelling,2,2012,Aa en Hunze,Drenthe
Achtkarspelen,Terschelling,2,2012,Achtkarspelen,Friesland
Ameland,Terschelling,0,2012,Ameland,Friesland
Appingedam,Terschelling,0,2012,Appingedam,Groningen
Assen,Terschelling,0,2012,Assen,Drenthe
Bedum,Terschelling,0,2012,Bedum,Groningen
Bellingwedde,Terschelling,0,2012,Bellingwedde,Groningen
het.Bildt,Terschelling,4,2012,het Bildt,Friesland
Boarnsterhim,Terschelling,2,2012,Boarnsterhim,Friesland
Ten.Boer,Terschelling,3,2012,Ten Boer,Groningen
Borger.Odoorn,Terschelling,1,2012,Borger Odoorn,Drenthe
Coevorden,Terschelling,0,2012,Coevorden,Drenthe
Dantumadiel,Terschelling,0,2012,Dantumadiel,Friesland
Delfzijl,Terschelling,2,2012,Delfzijl,Groningen
Dongeradeel,Terschelling,2,2012,Dongeradeel,Friesland
Eemsmond,Terschelling,0,2012,Eemsmond,Groningen
Emmen,Terschelling,4,2012,Emmen,Drenthe
Ferwerderadiel,Terschelling,0,2012,Ferwerderadiel,Friesland
Franekeradeel,Terschelling,5,2012,Franekeradeel,Friesland
De.Friese.Meren,Terschelling,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Terschelling,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Terschelling,2,2012,Gaasterlân Sleat,Friesland
Groningen,Terschelling,27,2012,Groningen,Groningen
Grootegast,Terschelling,3,2012,Grootegast,Groningen
Haren,Terschelling,3,2012,Haren,Groningen
Harlingen,Terschelling,10,2012,Harlingen,Friesland
Heerenveen,Terschelling,3,2012,Heerenveen,Friesland
Hoogeveen,Terschelling,1,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Terschelling,2,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Terschelling,0,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Terschelling,1,2012,Leek,Groningen
Leeuwarden,Terschelling,28,2012,Leeuwarden,Friesland
Leeuwarderadeel,Terschelling,2,2012,Leeuwarderadeel,Friesland
Lemsterland,Terschelling,2,2012,Lemsterland,Friesland
Littenseradiel,Terschelling,0,2012,Littenseradiel,Friesland
Loppersum,Terschelling,0,2012,Loppersum,Groningen
De.Marne,Terschelling,1,2012,De Marne,Groningen
Marum,Terschelling,0,2012,Marum,Groningen
Menameradiel,Terschelling,2,2012,Menameradiel,Friesland
Menterwolde,Terschelling,1,2012,Menterwolde,Groningen
Meppel,Terschelling,1,2012,Meppel,Drenthe
Midden.Drenthe,Terschelling,0,2012,Midden Drenthe,Drenthe
Midden.Groningen,Terschelling,NA,2012,Midden Groningen,Groningen
Noordenveld,Terschelling,1,2012,Noordenveld,Drenthe
Oldambt,Terschelling,2,2012,Oldambt,Groningen
Ooststellingwerf,Terschelling,2,2012,Ooststellingwerf,Friesland
Opsterland,Terschelling,4,2012,Opsterland,Friesland
Pekela,Terschelling,0,2012,Pekela,Groningen
Schiermonnikoog,Terschelling,1,2012,Schiermonnikoog,Friesland
Skarsterlân,Terschelling,4,2012,Skarsterlân,Friesland
Slochteren,Terschelling,1,2012,Slochteren,Groningen
Smallingerland,Terschelling,4,2012,Smallingerland,Friesland
Stadskanaal,Terschelling,2,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Terschelling,25,2012,Súdwest Fryslân,Friesland
Terschelling,Terschelling,NA,2012,Terschelling,Friesland
Tynaarlo,Terschelling,3,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Terschelling,1,2012,Tytsjerksteradiel,Friesland
Veendam,Terschelling,0,2012,Veendam,Groningen
Vlagtwedde,Terschelling,0,2012,Vlagtwedde,Groningen
Vlieland,Terschelling,1,2012,Vlieland,Friesland
Waadhoeke,Terschelling,NA,2012,Waadhoeke,Friesland
Westerveld,Terschelling,0,2012,Westerveld,Drenthe
Westerwolde,Terschelling,NA,2012,Westerwolde,Groningen
Weststellingwerf,Terschelling,0,2012,Weststellingwerf,Friesland
Winsum,Terschelling,2,2012,Winsum,Groningen
De.Wolden,Terschelling,0,2012,De Wolden,Drenthe
Zuidhorn,Terschelling,2,2012,Zuidhorn,Groningen
Aa.en.Hunze,Tynaarlo,79,2012,Aa en Hunze,Drenthe
Achtkarspelen,Tynaarlo,1,2012,Achtkarspelen,Friesland
Ameland,Tynaarlo,0,2012,Ameland,Friesland
Appingedam,Tynaarlo,3,2012,Appingedam,Groningen
Assen,Tynaarlo,101,2012,Assen,Drenthe
Bedum,Tynaarlo,5,2012,Bedum,Groningen
Bellingwedde,Tynaarlo,7,2012,Bellingwedde,Groningen
het.Bildt,Tynaarlo,2,2012,het Bildt,Friesland
Boarnsterhim,Tynaarlo,4,2012,Boarnsterhim,Friesland
Ten.Boer,Tynaarlo,5,2012,Ten Boer,Groningen
Borger.Odoorn,Tynaarlo,14,2012,Borger Odoorn,Drenthe
Coevorden,Tynaarlo,9,2012,Coevorden,Drenthe
Dantumadiel,Tynaarlo,1,2012,Dantumadiel,Friesland
Delfzijl,Tynaarlo,6,2012,Delfzijl,Groningen
Dongeradeel,Tynaarlo,0,2012,Dongeradeel,Friesland
Eemsmond,Tynaarlo,9,2012,Eemsmond,Groningen
Emmen,Tynaarlo,23,2012,Emmen,Drenthe
Ferwerderadiel,Tynaarlo,0,2012,Ferwerderadiel,Friesland
Franekeradeel,Tynaarlo,5,2012,Franekeradeel,Friesland
De.Friese.Meren,Tynaarlo,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Tynaarlo,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Tynaarlo,0,2012,Gaasterlân Sleat,Friesland
Groningen,Tynaarlo,597,2012,Groningen,Groningen
Grootegast,Tynaarlo,4,2012,Grootegast,Groningen
Haren,Tynaarlo,76,2012,Haren,Groningen
Harlingen,Tynaarlo,1,2012,Harlingen,Friesland
Heerenveen,Tynaarlo,12,2012,Heerenveen,Friesland
Hoogeveen,Tynaarlo,11,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Tynaarlo,50,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Tynaarlo,1,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Tynaarlo,12,2012,Leek,Groningen
Leeuwarden,Tynaarlo,29,2012,Leeuwarden,Friesland
Leeuwarderadeel,Tynaarlo,0,2012,Leeuwarderadeel,Friesland
Lemsterland,Tynaarlo,2,2012,Lemsterland,Friesland
Littenseradiel,Tynaarlo,1,2012,Littenseradiel,Friesland
Loppersum,Tynaarlo,6,2012,Loppersum,Groningen
De.Marne,Tynaarlo,8,2012,De Marne,Groningen
Marum,Tynaarlo,1,2012,Marum,Groningen
Menameradiel,Tynaarlo,1,2012,Menameradiel,Friesland
Menterwolde,Tynaarlo,8,2012,Menterwolde,Groningen
Meppel,Tynaarlo,3,2012,Meppel,Drenthe
Midden.Drenthe,Tynaarlo,20,2012,Midden Drenthe,Drenthe
Midden.Groningen,Tynaarlo,NA,2012,Midden Groningen,Groningen
Noordenveld,Tynaarlo,68,2012,Noordenveld,Drenthe
Oldambt,Tynaarlo,14,2012,Oldambt,Groningen
Ooststellingwerf,Tynaarlo,4,2012,Ooststellingwerf,Friesland
Opsterland,Tynaarlo,10,2012,Opsterland,Friesland
Pekela,Tynaarlo,2,2012,Pekela,Groningen
Schiermonnikoog,Tynaarlo,0,2012,Schiermonnikoog,Friesland
Skarsterlân,Tynaarlo,2,2012,Skarsterlân,Friesland
Slochteren,Tynaarlo,16,2012,Slochteren,Groningen
Smallingerland,Tynaarlo,9,2012,Smallingerland,Friesland
Stadskanaal,Tynaarlo,20,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Tynaarlo,4,2012,Súdwest Fryslân,Friesland
Terschelling,Tynaarlo,1,2012,Terschelling,Friesland
Tynaarlo,Tynaarlo,NA,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Tynaarlo,1,2012,Tytsjerksteradiel,Friesland
Veendam,Tynaarlo,15,2012,Veendam,Groningen
Vlagtwedde,Tynaarlo,10,2012,Vlagtwedde,Groningen
Vlieland,Tynaarlo,0,2012,Vlieland,Friesland
Waadhoeke,Tynaarlo,NA,2012,Waadhoeke,Friesland
Westerveld,Tynaarlo,6,2012,Westerveld,Drenthe
Westerwolde,Tynaarlo,NA,2012,Westerwolde,Groningen
Weststellingwerf,Tynaarlo,1,2012,Weststellingwerf,Friesland
Winsum,Tynaarlo,4,2012,Winsum,Groningen
De.Wolden,Tynaarlo,0,2012,De Wolden,Drenthe
Zuidhorn,Tynaarlo,9,2012,Zuidhorn,Groningen
Aa.en.Hunze,Tytsjerksteradiel,1,2012,Aa en Hunze,Drenthe
Achtkarspelen,Tytsjerksteradiel,90,2012,Achtkarspelen,Friesland
Ameland,Tytsjerksteradiel,4,2012,Ameland,Friesland
Appingedam,Tytsjerksteradiel,0,2012,Appingedam,Groningen
Assen,Tytsjerksteradiel,3,2012,Assen,Drenthe
Bedum,Tytsjerksteradiel,0,2012,Bedum,Groningen
Bellingwedde,Tytsjerksteradiel,1,2012,Bellingwedde,Groningen
het.Bildt,Tytsjerksteradiel,17,2012,het Bildt,Friesland
Boarnsterhim,Tytsjerksteradiel,29,2012,Boarnsterhim,Friesland
Ten.Boer,Tytsjerksteradiel,1,2012,Ten Boer,Groningen
Borger.Odoorn,Tytsjerksteradiel,0,2012,Borger Odoorn,Drenthe
Coevorden,Tytsjerksteradiel,1,2012,Coevorden,Drenthe
Dantumadiel,Tytsjerksteradiel,74,2012,Dantumadiel,Friesland
Delfzijl,Tytsjerksteradiel,3,2012,Delfzijl,Groningen
Dongeradeel,Tytsjerksteradiel,31,2012,Dongeradeel,Friesland
Eemsmond,Tytsjerksteradiel,2,2012,Eemsmond,Groningen
Emmen,Tytsjerksteradiel,2,2012,Emmen,Drenthe
Ferwerderadiel,Tytsjerksteradiel,16,2012,Ferwerderadiel,Friesland
Franekeradeel,Tytsjerksteradiel,14,2012,Franekeradeel,Friesland
De.Friese.Meren,Tytsjerksteradiel,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Tytsjerksteradiel,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Tytsjerksteradiel,1,2012,Gaasterlân Sleat,Friesland
Groningen,Tytsjerksteradiel,43,2012,Groningen,Groningen
Grootegast,Tytsjerksteradiel,5,2012,Grootegast,Groningen
Haren,Tytsjerksteradiel,0,2012,Haren,Groningen
Harlingen,Tytsjerksteradiel,5,2012,Harlingen,Friesland
Heerenveen,Tytsjerksteradiel,12,2012,Heerenveen,Friesland
Hoogeveen,Tytsjerksteradiel,3,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Tytsjerksteradiel,2,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Tytsjerksteradiel,29,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Tytsjerksteradiel,2,2012,Leek,Groningen
Leeuwarden,Tytsjerksteradiel,232,2012,Leeuwarden,Friesland
Leeuwarderadeel,Tytsjerksteradiel,14,2012,Leeuwarderadeel,Friesland
Lemsterland,Tytsjerksteradiel,5,2012,Lemsterland,Friesland
Littenseradiel,Tytsjerksteradiel,4,2012,Littenseradiel,Friesland
Loppersum,Tytsjerksteradiel,0,2012,Loppersum,Groningen
De.Marne,Tytsjerksteradiel,0,2012,De Marne,Groningen
Marum,Tytsjerksteradiel,5,2012,Marum,Groningen
Menameradiel,Tytsjerksteradiel,4,2012,Menameradiel,Friesland
Menterwolde,Tytsjerksteradiel,1,2012,Menterwolde,Groningen
Meppel,Tytsjerksteradiel,5,2012,Meppel,Drenthe
Midden.Drenthe,Tytsjerksteradiel,1,2012,Midden Drenthe,Drenthe
Midden.Groningen,Tytsjerksteradiel,NA,2012,Midden Groningen,Groningen
Noordenveld,Tytsjerksteradiel,2,2012,Noordenveld,Drenthe
Oldambt,Tytsjerksteradiel,0,2012,Oldambt,Groningen
Ooststellingwerf,Tytsjerksteradiel,9,2012,Ooststellingwerf,Friesland
Opsterland,Tytsjerksteradiel,12,2012,Opsterland,Friesland
Pekela,Tytsjerksteradiel,1,2012,Pekela,Groningen
Schiermonnikoog,Tytsjerksteradiel,0,2012,Schiermonnikoog,Friesland
Skarsterlân,Tytsjerksteradiel,3,2012,Skarsterlân,Friesland
Slochteren,Tytsjerksteradiel,0,2012,Slochteren,Groningen
Smallingerland,Tytsjerksteradiel,97,2012,Smallingerland,Friesland
Stadskanaal,Tytsjerksteradiel,12,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Tytsjerksteradiel,34,2012,Súdwest Fryslân,Friesland
Terschelling,Tytsjerksteradiel,3,2012,Terschelling,Friesland
Tynaarlo,Tytsjerksteradiel,4,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Tytsjerksteradiel,NA,2012,Tytsjerksteradiel,Friesland
Veendam,Tytsjerksteradiel,3,2012,Veendam,Groningen
Vlagtwedde,Tytsjerksteradiel,12,2012,Vlagtwedde,Groningen
Vlieland,Tytsjerksteradiel,1,2012,Vlieland,Friesland
Waadhoeke,Tytsjerksteradiel,NA,2012,Waadhoeke,Friesland
Westerveld,Tytsjerksteradiel,4,2012,Westerveld,Drenthe
Westerwolde,Tytsjerksteradiel,NA,2012,Westerwolde,Groningen
Weststellingwerf,Tytsjerksteradiel,8,2012,Weststellingwerf,Friesland
Winsum,Tytsjerksteradiel,0,2012,Winsum,Groningen
De.Wolden,Tytsjerksteradiel,0,2012,De Wolden,Drenthe
Zuidhorn,Tytsjerksteradiel,2,2012,Zuidhorn,Groningen
Aa.en.Hunze,Veendam,52,2012,Aa en Hunze,Drenthe
Achtkarspelen,Veendam,3,2012,Achtkarspelen,Friesland
Ameland,Veendam,0,2012,Ameland,Friesland
Appingedam,Veendam,5,2012,Appingedam,Groningen
Assen,Veendam,28,2012,Assen,Drenthe
Bedum,Veendam,2,2012,Bedum,Groningen
Bellingwedde,Veendam,26,2012,Bellingwedde,Groningen
het.Bildt,Veendam,0,2012,het Bildt,Friesland
Boarnsterhim,Veendam,1,2012,Boarnsterhim,Friesland
Ten.Boer,Veendam,1,2012,Ten Boer,Groningen
Borger.Odoorn,Veendam,5,2012,Borger Odoorn,Drenthe
Coevorden,Veendam,12,2012,Coevorden,Drenthe
Dantumadiel,Veendam,1,2012,Dantumadiel,Friesland
Delfzijl,Veendam,17,2012,Delfzijl,Groningen
Dongeradeel,Veendam,3,2012,Dongeradeel,Friesland
Eemsmond,Veendam,5,2012,Eemsmond,Groningen
Emmen,Veendam,21,2012,Emmen,Drenthe
Ferwerderadiel,Veendam,0,2012,Ferwerderadiel,Friesland
Franekeradeel,Veendam,0,2012,Franekeradeel,Friesland
De.Friese.Meren,Veendam,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Veendam,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Veendam,0,2012,Gaasterlân Sleat,Friesland
Groningen,Veendam,174,2012,Groningen,Groningen
Grootegast,Veendam,0,2012,Grootegast,Groningen
Haren,Veendam,4,2012,Haren,Groningen
Harlingen,Veendam,0,2012,Harlingen,Friesland
Heerenveen,Veendam,4,2012,Heerenveen,Friesland
Hoogeveen,Veendam,4,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Veendam,94,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Veendam,0,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Veendam,18,2012,Leek,Groningen
Leeuwarden,Veendam,18,2012,Leeuwarden,Friesland
Leeuwarderadeel,Veendam,0,2012,Leeuwarderadeel,Friesland
Lemsterland,Veendam,2,2012,Lemsterland,Friesland
Littenseradiel,Veendam,0,2012,Littenseradiel,Friesland
Loppersum,Veendam,6,2012,Loppersum,Groningen
De.Marne,Veendam,0,2012,De Marne,Groningen
Marum,Veendam,4,2012,Marum,Groningen
Menameradiel,Veendam,0,2012,Menameradiel,Friesland
Menterwolde,Veendam,102,2012,Menterwolde,Groningen
Meppel,Veendam,1,2012,Meppel,Drenthe
Midden.Drenthe,Veendam,9,2012,Midden Drenthe,Drenthe
Midden.Groningen,Veendam,NA,2012,Midden Groningen,Groningen
Noordenveld,Veendam,6,2012,Noordenveld,Drenthe
Oldambt,Veendam,88,2012,Oldambt,Groningen
Ooststellingwerf,Veendam,2,2012,Ooststellingwerf,Friesland
Opsterland,Veendam,5,2012,Opsterland,Friesland
Pekela,Veendam,62,2012,Pekela,Groningen
Schiermonnikoog,Veendam,0,2012,Schiermonnikoog,Friesland
Skarsterlân,Veendam,0,2012,Skarsterlân,Friesland
Slochteren,Veendam,11,2012,Slochteren,Groningen
Smallingerland,Veendam,1,2012,Smallingerland,Friesland
Stadskanaal,Veendam,45,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Veendam,1,2012,Súdwest Fryslân,Friesland
Terschelling,Veendam,3,2012,Terschelling,Friesland
Tynaarlo,Veendam,9,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Veendam,0,2012,Tytsjerksteradiel,Friesland
Veendam,Veendam,NA,2012,Veendam,Groningen
Vlagtwedde,Veendam,17,2012,Vlagtwedde,Groningen
Vlieland,Veendam,0,2012,Vlieland,Friesland
Waadhoeke,Veendam,NA,2012,Waadhoeke,Friesland
Westerveld,Veendam,3,2012,Westerveld,Drenthe
Westerwolde,Veendam,NA,2012,Westerwolde,Groningen
Weststellingwerf,Veendam,0,2012,Weststellingwerf,Friesland
Winsum,Veendam,1,2012,Winsum,Groningen
De.Wolden,Veendam,2,2012,De Wolden,Drenthe
Zuidhorn,Veendam,8,2012,Zuidhorn,Groningen
Aa.en.Hunze,Vlagtwedde,7,2012,Aa en Hunze,Drenthe
Achtkarspelen,Vlagtwedde,0,2012,Achtkarspelen,Friesland
Ameland,Vlagtwedde,0,2012,Ameland,Friesland
Appingedam,Vlagtwedde,2,2012,Appingedam,Groningen
Assen,Vlagtwedde,15,2012,Assen,Drenthe
Bedum,Vlagtwedde,1,2012,Bedum,Groningen
Bellingwedde,Vlagtwedde,48,2012,Bellingwedde,Groningen
het.Bildt,Vlagtwedde,20,2012,het Bildt,Friesland
Boarnsterhim,Vlagtwedde,1,2012,Boarnsterhim,Friesland
Ten.Boer,Vlagtwedde,0,2012,Ten Boer,Groningen
Borger.Odoorn,Vlagtwedde,47,2012,Borger Odoorn,Drenthe
Coevorden,Vlagtwedde,40,2012,Coevorden,Drenthe
Dantumadiel,Vlagtwedde,0,2012,Dantumadiel,Friesland
Delfzijl,Vlagtwedde,15,2012,Delfzijl,Groningen
Dongeradeel,Vlagtwedde,2,2012,Dongeradeel,Friesland
Eemsmond,Vlagtwedde,1,2012,Eemsmond,Groningen
Emmen,Vlagtwedde,131,2012,Emmen,Drenthe
Ferwerderadiel,Vlagtwedde,0,2012,Ferwerderadiel,Friesland
Franekeradeel,Vlagtwedde,0,2012,Franekeradeel,Friesland
De.Friese.Meren,Vlagtwedde,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Vlagtwedde,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Vlagtwedde,0,2012,Gaasterlân Sleat,Friesland
Groningen,Vlagtwedde,53,2012,Groningen,Groningen
Grootegast,Vlagtwedde,1,2012,Grootegast,Groningen
Haren,Vlagtwedde,0,2012,Haren,Groningen
Harlingen,Vlagtwedde,0,2012,Harlingen,Friesland
Heerenveen,Vlagtwedde,3,2012,Heerenveen,Friesland
Hoogeveen,Vlagtwedde,7,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Vlagtwedde,6,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Vlagtwedde,0,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Vlagtwedde,2,2012,Leek,Groningen
Leeuwarden,Vlagtwedde,5,2012,Leeuwarden,Friesland
Leeuwarderadeel,Vlagtwedde,0,2012,Leeuwarderadeel,Friesland
Lemsterland,Vlagtwedde,0,2012,Lemsterland,Friesland
Littenseradiel,Vlagtwedde,1,2012,Littenseradiel,Friesland
Loppersum,Vlagtwedde,2,2012,Loppersum,Groningen
De.Marne,Vlagtwedde,4,2012,De Marne,Groningen
Marum,Vlagtwedde,0,2012,Marum,Groningen
Menameradiel,Vlagtwedde,1,2012,Menameradiel,Friesland
Menterwolde,Vlagtwedde,8,2012,Menterwolde,Groningen
Meppel,Vlagtwedde,1,2012,Meppel,Drenthe
Midden.Drenthe,Vlagtwedde,6,2012,Midden Drenthe,Drenthe
Midden.Groningen,Vlagtwedde,NA,2012,Midden Groningen,Groningen
Noordenveld,Vlagtwedde,5,2012,Noordenveld,Drenthe
Oldambt,Vlagtwedde,29,2012,Oldambt,Groningen
Ooststellingwerf,Vlagtwedde,0,2012,Ooststellingwerf,Friesland
Opsterland,Vlagtwedde,4,2012,Opsterland,Friesland
Pekela,Vlagtwedde,24,2012,Pekela,Groningen
Schiermonnikoog,Vlagtwedde,0,2012,Schiermonnikoog,Friesland
Skarsterlân,Vlagtwedde,1,2012,Skarsterlân,Friesland
Slochteren,Vlagtwedde,2,2012,Slochteren,Groningen
Smallingerland,Vlagtwedde,12,2012,Smallingerland,Friesland
Stadskanaal,Vlagtwedde,132,2012,Stadskanaal,Groningen
Súdwest.Fryslân,Vlagtwedde,0,2012,Súdwest Fryslân,Friesland
Terschelling,Vlagtwedde,0,2012,Terschelling,Friesland
Tynaarlo,Vlagtwedde,3,2012,Tynaarlo,Drenthe
Tytsjerksteradiel,Vlagtwedde,16,2012,Tytsjerksteradiel,Friesland
Veendam,Vlagtwedde,17,2012,Veendam,Groningen
Vlagtwedde,Vlagtwedde,NA,2012,Vlagtwedde,Groningen
Vlieland,Vlagtwedde,0,2012,Vlieland,Friesland
Waadhoeke,Vlagtwedde,NA,2012,Waadhoeke,Friesland
Westerveld,Vlagtwedde,3,2012,Westerveld,Drenthe
Westerwolde,Vlagtwedde,NA,2012,Westerwolde,Groningen
Weststellingwerf,Vlagtwedde,1,2012,Weststellingwerf,Friesland
Winsum,Vlagtwedde,1,2012,Winsum,Groningen
De.Wolden,Vlagtwedde,1,2012,De Wolden,Drenthe
Zuidhorn,Vlagtwedde,1,2012,Zuidhorn,Groningen
Aa.en.Hunze,Vlieland,0,2012,Aa en Hunze,Drenthe
Achtkarspelen,Vlieland,1,2012,Achtkarspelen,Friesland
Ameland,Vlieland,0,2012,Ameland,Friesland
Appingedam,Vlieland,0,2012,Appingedam,Groningen
Assen,Vlieland,5,2012,Assen,Drenthe
Bedum,Vlieland,0,2012,Bedum,Groningen
Bellingwedde,Vlieland,0,2012,Bellingwedde,Groningen
het.Bildt,Vlieland,0,2012,het Bildt,Friesland
Boarnsterhim,Vlieland,2,2012,Boarnsterhim,Friesland
Ten.Boer,Vlieland,0,2012,Ten Boer,Groningen
Borger.Odoorn,Vlieland,0,2012,Borger Odoorn,Drenthe
Coevorden,Vlieland,0,2012,Coevorden,Drenthe
Dantumadiel,Vlieland,3,2012,Dantumadiel,Friesland
Delfzijl,Vlieland,0,2012,Delfzijl,Groningen
Dongeradeel,Vlieland,0,2012,Dongeradeel,Friesland
Eemsmond,Vlieland,0,2012,Eemsmond,Groningen
Emmen,Vlieland,1,2012,Emmen,Drenthe
Ferwerderadiel,Vlieland,1,2012,Ferwerderadiel,Friesland
Franekeradeel,Vlieland,2,2012,Franekeradeel,Friesland
De.Friese.Meren,Vlieland,NA,2012,De Friese Meren,Friesland
De.Fryske.Marren,Vlieland,NA,2012,De Fryske Marren,Friesland
Gaasterlân.Sleat,Vlieland,0,2012,Gaasterlân Sleat,Friesland
Groningen,Vlieland,7,2012,Groningen,Groningen
Grootegast,Vlieland,0,2012,Grootegast,Groningen
Haren,Vlieland,0,2012,Haren,Groningen
Harlingen,Vlieland,5,2012,Harlingen,Friesland
Heerenveen,Vlieland,1,2012,Heerenveen,Friesland
Hoogeveen,Vlieland,1,2012,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Vlieland,0,2012,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Vlieland,0,2012,Kollumerland en Nieuwkruisland,Friesland
Leek,Vlieland,0,2012,Leek,Groningen
Leeuwarden,Vlieland,14,2012,Leeuwarden,Friesland
Leeuwarderadeel,Vlieland,2,2012,Leeuwarderadeel,Friesland
Lemsterland,Vlieland,1,2012,Lemsterland,Friesland
