Aa en Hunze,Achtkarspelen,Ameland,Appingedam,Assen,Bedum,Bellingwedde,het Bildt,Boarnsterhim,Ten Boer,Borger-Odoorn,Coevorden,Dantumadiel,Delfzijl,Dongeradeel,Eemsmond,Emmen,Ferwerderadiel,Franekeradeel,De Friese Meren,De Fryske Marren,Gaasterlân-Sleat,Groningen,Grootegast,Haren,Harlingen,Heerenveen,Hoogeveen,Hoogezand-Sappemeer,Kollumerland en Nieuwkruisland,Leek,Leeuwarden,Leeuwarderadeel,Lemsterland,Littenseradiel,Loppersum,De Marne,Marum,Menameradiel,Menterwolde,Meppel,Midden-Drenthe,Midden-Groningen,Noordenveld,Oldambt,Ooststellingwerf,Opsterland,Pekela,Schiermonnikoog,Skarsterlân,Slochteren,Smallingerland,Stadskanaal,Súdwest-Fryslân,Terschelling,Tynaarlo,Tytsjerksteradiel,Veendam,Vlagtwedde,Vlieland,Waadhoeke,Westerveld,Westerwolde,Weststellingwerf,Winsum,De Wolden,Zuidhorn
167,52,11,58,366,145,18,14,36,217,58,63,22,116,49,89,235,10,22,,,0,80,,3,0,0,0,2,1,36,6,1,1,0,0,0,34,0,3,0,0,,28,1,4,6,3,2,0,0,12,1,0,0,4,0,1,0,0,,1,,0,1,0,39
0,33,2,1,6,2,1,0,0,0,5,1,1,3,4,1,2,2,0,,,0,397,4,,0,1,0,23,1,7,7,0,3,0,2,2,3,0,9,0,3,,23,2,1,6,0,0,1,11,3,3,2,2,78,1,3,0,0,,0,,0,6,4,0
19,1,0,2,28,7,0,0,2,4,2,1,0,4,0,2,8,0,0,,,0,39,0,2,,5,0,2,0,0,95,8,2,5,1,1,0,13,1,0,0,,3,0,3,2,0,0,5,0,7,0,55,11,0,4,1,1,9,,2,,4,0,1,0
0,3,2,1,0,3,0,10,8,0,0,0,1,0,7,0,4,0,61,,,11,188,0,0,13,,6,2,1,11,130,2,26,7,1,2,2,3,0,3,4,,3,2,34,142,0,0,152,1,87,2,48,2,7,25,4,2,1,,13,,112,0,0,0
1,7,2,0,13,0,2,0,51,0,0,0,8,1,1,0,11,4,6,,,0,139,1,0,0,2,,11,0,3,24,1,0,0,0,0,2,0,0,43,88,,19,10,4,0,1,0,0,1,8,11,6,3,7,2,9,7,0,,18,,1,0,182,1
16,2,0,1,65,1,2,0,0,0,6,69,1,7,2,2,66,2,1,,,0,307,2,11,2,2,17,,3,40,12,1,0,0,10,3,3,0,59,3,10,,9,53,3,1,12,0,4,84,1,20,7,3,43,1,71,15,0,,0,,2,2,3,6
15,2,2,5,35,10,4,0,1,2,5,0,0,49,3,3,22,0,3,,,0,64,9,0,0,5,0,1,,3,53,6,0,3,0,3,4,3,0,0,0,,2,3,0,2,1,0,1,1,18,2,6,1,1,21,4,1,1,,1,,3,3,4,11
1,52,0,0,2,1,0,2,0,0,1,2,68,2,36,1,4,6,0,,,0,267,35,5,1,2,2,15,0,,14,1,0,0,3,1,67,1,2,1,1,,117,17,21,14,7,0,0,2,29,1,7,1,13,2,10,3,0,,0,,3,3,0,34
4,9,1,3,19,4,2,0,0,1,4,2,0,10,0,7,3,0,0,,,21,362,2,9,61,135,26,14,38,13,,146,21,64,3,6,1,119,3,22,13,,18,16,35,80,4,0,34,1,204,8,220,26,38,309,7,11,14,,12,,30,12,12,9
8,69,43,3,33,3,7,47,157,2,4,13,61,9,82,6,34,27,129,,,0,35,4,1,4,10,0,0,5,0,177,,1,3,0,0,0,13,0,0,0,,3,0,1,2,0,0,2,0,4,0,10,0,0,14,0,0,1,,0,,0,2,0,0
0,0,4,0,1,1,0,15,11,0,0,0,6,0,8,0,5,24,11,,,25,39,0,0,0,34,1,3,0,0,26,1,,0,0,0,0,0,0,1,0,,2,1,0,11,0,0,38,0,4,0,47,0,4,2,0,0,0,,0,,14,0,0,4
0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,2,0,1,,,0,40,0,0,5,10,0,0,1,0,71,3,0,,0,0,0,18,0,0,0,,0,2,3,7,0,0,15,0,6,0,126,2,0,2,0,0,1,,0,,0,0,1,1
0,1,0,1,1,1,0,4,20,0,0,0,0,1,0,0,0,4,26,,,0,109,0,2,1,0,1,1,0,1,5,0,0,0,,3,1,5,1,1,4,,3,6,2,0,1,0,0,9,4,4,2,0,9,1,2,0,0,,0,,0,18,0,6
0,0,1,45,8,18,1,0,0,20,6,2,1,51,0,45,1,0,0,,,1,76,0,5,6,4,0,8,3,2,11,1,0,0,5,,1,0,1,0,0,,3,2,0,1,1,0,0,4,0,0,1,0,1,3,2,1,0,,0,,0,51,1,18
8,4,1,3,3,6,0,0,0,2,0,0,0,11,16,27,0,1,0,,,1,73,45,0,0,4,1,6,5,65,6,0,0,0,0,1,,0,2,1,1,,29,7,9,18,0,0,0,1,32,2,2,1,7,7,1,1,0,,0,,0,0,1,9
1,19,0,0,10,0,0,0,0,0,2,0,0,0,0,0,5,0,1,,,0,25,0,0,20,2,0,1,3,0,170,13,6,9,1,0,0,,0,0,0,,2,0,4,5,0,0,1,0,14,0,20,6,0,8,1,0,0,,0,,1,1,0,1
1,10,0,0,0,0,0,54,5,0,0,1,1,0,3,0,2,6,43,,,0,77,4,2,0,1,1,62,1,1,5,0,0,0,0,1,0,0,,1,2,,2,46,0,0,13,0,0,14,0,9,1,0,5,0,94,12,0,,1,,1,0,0,2
7,0,1,6,3,2,4,0,0,7,12,0,0,7,0,2,7,0,0,,,0,98,0,0,0,6,47,0,0,2,21,0,1,0,1,0,1,0,1,,15,,0,3,3,0,0,1,1,2,0,0,6,1,2,1,2,2,0,,63,,3,0,139,0
3,1,0,0,31,0,0,0,2,0,6,4,0,0,0,0,20,2,0,,,2,150,1,0,1,7,88,6,1,3,6,0,0,0,1,1,5,0,0,10,,,11,5,38,0,0,0,2,3,3,6,5,1,14,2,7,9,0,,12,,4,1,31,2
25,0,0,0,238,3,2,0,6,1,21,20,0,0,1,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,320,9,23,2,0,12,17,4,94,18,1,0,1,6,10,20,1,3,5,17,,,7,29,10,2,0,1,0,13,10,6,0,37,4,5,9,1,,5,,3,3,2,7
16,3,1,2,87,4,1,2,0,3,2,0,1,2,2,1,18,0,1,,,1,290,3,10,1,1,9,57,0,11,17,1,0,1,11,0,2,0,51,3,3,,10,,2,7,139,0,1,15,4,60,8,1,24,1,91,31,3,,3,,1,7,2,4
15,3,1,7,43,3,86,2,0,3,4,1,0,69,3,11,21,0,0,,,1,97,3,1,3,46,4,2,4,35,45,2,2,1,0,3,5,4,0,8,58,,24,0,,65,0,0,8,0,62,2,4,0,8,15,2,1,0,,12,,49,0,3,2
4,14,2,1,54,1,0,0,7,0,1,5,2,0,2,0,13,3,5,,,0,139,6,10,4,138,2,3,12,13,67,4,3,7,0,1,20,8,1,7,1,,23,6,69,,1,0,21,1,265,1,25,1,2,16,1,0,1,,6,,15,1,3,0
1,25,1,0,5,0,0,2,28,0,1,0,4,0,9,1,4,1,6,,,0,67,2,1,0,0,1,16,1,1,8,0,3,0,2,1,0,0,16,0,1,,5,134,0,0,,0,0,8,2,47,1,0,8,0,70,27,0,,0,,2,0,0,1
9,0,0,8,10,3,43,1,2,1,8,3,3,12,1,1,12,1,1,,,0,9,0,1,1,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,,0,0,0,1,0,,0,0,0,0,1,0,1,1,0,0,0,,0,,0,1,0,8
0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,,,18,102,0,0,2,185,1,1,2,1,55,5,13,3,0,1,5,2,0,3,1,,1,0,5,20,0,0,,0,28,1,83,3,1,5,1,0,0,,6,,18,1,3,1
6,0,1,0,1,1,1,3,27,0,1,8,0,0,3,0,3,1,4,,,0,179,0,9,0,0,0,102,1,3,5,0,0,0,6,5,0,0,14,0,9,,6,24,0,4,1,1,0,,5,3,5,0,17,0,6,2,0,,1,,0,2,0,4
6,1,0,31,8,1,5,0,0,15,5,0,0,38,2,10,5,0,1,,,4,276,16,3,12,75,11,7,17,18,200,12,5,10,2,0,12,8,0,3,6,,6,8,82,242,0,0,16,0,,4,44,1,2,110,3,12,2,,4,,30,0,1,8
3,84,1,1,18,3,4,15,30,2,3,6,25,22,27,0,5,5,19,,,0,179,4,6,0,0,9,18,0,4,24,0,0,0,3,3,3,0,9,4,6,,3,55,4,0,33,1,4,5,6,,2,1,12,1,34,118,0,,1,,1,3,5,1
39,1,0,1,33,2,15,1,1,1,198,7,0,6,3,1,69,0,1,,,78,229,2,1,65,65,2,1,3,3,261,8,31,69,2,1,0,24,0,3,3,,6,8,8,23,5,0,114,1,72,11,,9,11,23,3,0,2,,4,,14,2,1,3
2,13,3,1,13,1,3,11,83,0,0,2,8,3,13,1,13,7,65,,,0,14,3,0,13,0,3,0,1,0,41,0,1,2,0,0,0,4,0,0,1,,0,0,1,1,0,0,6,0,2,3,20,,0,3,0,0,0,,1,,0,0,0,1
5,4,0,0,1,0,1,0,4,0,3,1,0,0,0,0,0,2,4,,,1,518,2,62,0,7,8,39,1,9,31,1,2,0,3,0,6,0,5,4,13,,70,18,16,9,1,0,4,11,5,9,6,2,,7,15,5,0,,5,,1,3,1,11
88,7,1,2,135,7,4,4,2,2,15,2,0,7,2,2,25,0,4,,,0,85,10,1,10,31,1,4,16,12,296,4,2,10,0,1,0,9,0,0,5,,2,0,15,30,0,0,4,1,108,1,38,7,2,,3,18,1,,4,,6,1,1,6
0,63,1,2,1,5,0,14,28,0,0,1,72,3,29,0,5,14,11,,,0,198,1,7,0,2,9,47,0,9,17,0,0,0,2,2,1,0,89,0,4,,13,80,1,2,79,0,0,12,3,34,0,0,19,0,,14,0,,0,,0,2,9,3
32,3,0,3,25,3,18,0,0,0,12,6,0,10,0,1,20,2,1,,,1,89,0,1,0,0,7,13,2,2,10,0,0,0,1,2,1,0,11,0,5,,9,23,1,1,17,0,0,1,2,152,0,0,8,1,15,,0,,7,,0,3,0,1
10,0,0,1,16,0,34,0,0,7,20,9,0,14,1,1,94,0,3,,,1,2,0,0,15,2,1,0,1,1,12,1,2,0,0,0,0,0,0,0,2,,0,0,4,5,0,0,0,0,1,0,6,1,7,0,0,0,,,1,,0,0,0,0
0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2,70,1,1,1,14,40,2,0,2,15,0,0,0,0,0,0,0,0,62,39,,3,1,15,4,1,0,1,0,8,1,6,1,17,1,2,13,0,,,,29,0,54,1
2,1,0,1,43,0,0,0,3,0,6,8,1,1,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,2,58,0,1,6,86,5,3,2,7,52,1,8,3,1,0,3,2,1,5,1,,2,0,42,16,0,0,13,0,21,0,12,0,1,2,1,0,0,,40,,,0,4,0
4,7,0,1,4,0,2,3,15,0,1,3,2,1,1,2,11,0,7,,,0,189,8,5,1,0,1,11,0,5,14,4,0,0,10,45,0,0,1,1,4,,4,4,2,3,1,2,0,4,0,3,1,1,10,0,0,0,0,,1,,0,,2,31
0,2,1,0,12,29,1,0,1,5,0,2,0,13,0,31,1,0,0,,,1,73,0,0,2,6,110,0,1,1,8,0,0,0,1,1,0,0,0,114,18,,2,1,0,0,2,0,0,0,2,3,2,1,1,0,1,3,0,,25,,1,0,,1
2,0,0,0,18,0,1,0,0,0,3,5,1,0,0,0,8,0,0,,,0,290,45,8,0,5,1,3,23,40,16,0,0,0,2,13,15,0,1,0,2,,19,3,8,1,0,0,0,6,7,0,8,1,11,1,4,1,0,,0,,1,8,0,
1,5,0,5,22,4,1,0,0,1,0,0,0,2,0,4,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
