Aa en Hunze,Achtkarspelen,Ameland,Appingedam,Assen,Bedum,Bellingwedde,het Bildt,Boarnsterhim,Ten Boer,Borger-Odoorn,Coevorden,Dantumadiel,Delfzijl,Dongeradeel,Eemsmond,Emmen,Ferwerderadiel,Franekeradeel,De Friese Meren,De Fryske Marren,Gaasterlân-Sleat,Groningen,Grootegast,Haren,Harlingen,Heerenveen,Hoogeveen,Hoogezand-Sappemeer,Kollumerland en Nieuwkruisland,Leek,Leeuwarden,Leeuwarderadeel,Lemsterland,Littenseradiel,Loppersum,De Marne,Marum,Menameradiel,Menterwolde,Meppel,Midden-Drenthe,Midden-Groningen,Noordenveld,Oldambt,Ooststellingwerf,Opsterland,Pekela,Schiermonnikoog,Skarsterlân,Slochteren,Smallingerland,Stadskanaal,Súdwest-Fryslân,Terschelling,Tynaarlo,Tytsjerksteradiel,Veendam,Vlagtwedde,Vlieland,Waadhoeke,Westerveld,Westerwolde,Weststellingwerf,Winsum,De Wolden,Zuidhorn
91,1,2,2,43,0,7,0,,0,,47,0,1,0,0,263,0,1,,2,,153,0,10,0,8,15,3,0,3,11,0,,0,0,1,0,0,0,5,35,,4,3,3,3,4,0,,1,1,12,3,2,2,3,3,7,1,,8,,3,2,17,2
8,0,1,1,22,0,0,0,,0,42,,0,2,0,1,389,0,0,,1,,99,0,3,1,2,92,2,0,1,11,0,,0,1,0,0,0,1,30,36,,3,0,1,7,1,1,,0,38,1,8,1,1,95,0,0,1,,2,,2,0,0,3
2,44,8,0,0,0,0,3,,1,1,0,,0,147,0,2,17,3,,5,,42,3,4,1,9,2,1,77,2,76,4,,0,0,2,0,5,0,0,0,,4,93,5,3,17,0,,35,2,15,55,2,5,4,19,11,0,,2,,0,9,0,2
4,0,1,286,13,13,7,3,,7,13,1,2,,0,34,20,0,14,,40,,320,5,14,11,4,1,32,1,21,34,13,,11,42,5,4,2,25,11,2,,4,4,9,7,0,3,,2,15,2,8,3,1,53,0,0,1,,1,,3,0,6,4
5,45,7,0,0,0,0,4,,1,5,1,126,0,,1,0,39,8,,3,,69,3,1,6,14,0,3,41,0,119,14,,2,0,13,3,5,0,2,3,,2,10,0,1,0,0,,7,3,5,0,2,11,4,6,1,2,,4,,1,48,0,8
4,0,4,21,11,30,3,0,,6,4,3,1,24,3,,2,0,0,,1,,167,5,7,0,0,0,20,3,6,10,0,,0,70,20,2,0,5,1,3,,4,25,9,2,7,2,,4,36,92,6,1,27,9,21,101,1,,14,,8,0,15,0
39,5,2,4,113,2,8,0,,3,227,373,0,10,4,0,,0,2,,4,,398,0,14,0,15,103,23,4,7,43,0,,0,2,6,5,0,6,19,66,,17,0,1,4,0,0,,0,5,8,10,0,0,25,1,0,0,,0,,0,0,1,1
0,1,0,0,0,0,0,14,,0,0,0,23,2,45,0,5,,3,,3,,9,2,0,4,4,0,0,8,1,88,25,,3,0,2,0,17,0,2,0,,0,3,5,7,0,0,,0,22,1,75,4,0,10,1,0,4,,0,,4,0,0,1
0,1,1,0,4,0,0,48,,0,0,0,9,2,8,0,8,8,,,23,,62,0,0,81,15,1,2,7,0,252,16,,26,0,3,1,62,0,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,32,1,0,,0,35,6,193,4,6,23,3,4,3,,8,,43,2,2,2
4,10,4,0,3,0,0,8,,2,2,1,0,1,6,1,5,4,19,,,,200,4,4,6,315,3,3,5,5,155,5,,10,0,0,1,12,1,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,107,106,42,12,,343,242,119,197,16,758,70,196,50,13,,54,,39,200,46,417
256,63,13,82,574,243,43,15,,179,117,78,35,171,55,136,236,7,39,,177,,,69,912,21,157,106,433,37,324,420,16,,17,104,75,100,17,78,108,163,,475,7,7,4,0,0,,4,38,1,4,0,5,5,3,0,1,,5,,0,0,1,58
2,49,1,2,9,0,0,0,,0,0,0,1,6,2,2,0,0,1,,1,,79,,4,0,1,0,5,7,58,10,0,,0,0,3,79,0,2,2,2,,13,22,2,7,5,1,,20,6,10,33,3,134,2,10,2,0,,4,,6,14,2,19
24,5,2,8,59,6,5,7,,5,9,5,0,8,1,15,7,0,12,,23,,439,9,,4,6,7,27,0,8,27,2,,8,5,7,3,6,6,4,20,,26,1,1,2,0,0,,0,11,0,68,23,3,9,0,0,3,,1,,3,0,0,0
0,3,2,0,2,0,0,10,,0,1,0,3,1,2,1,1,3,62,,6,,42,0,0,,6,0,0,1,1,133,2,,1,0,2,0,3,0,2,0,,0,3,71,178,2,1,,3,125,2,96,7,5,33,6,0,3,,16,,121,2,8,2
7,15,7,1,11,0,1,6,,0,0,2,6,1,9,1,12,2,11,,261,,192,4,7,14,,9,5,4,11,255,3,,9,1,2,2,9,0,10,5,,5,6,5,2,2,0,,5,10,8,12,0,2,2,3,13,0,,20,,10,2,206,6
11,4,0,2,75,0,1,1,,0,5,74,0,5,4,3,66,0,3,,5,,164,1,18,1,12,,13,0,3,22,0,,4,1,1,2,0,2,74,85,,8,53,12,2,19,0,,114,11,30,2,1,52,0,110,5,0,,3,,2,2,3,3
25,1,0,18,51,8,9,0,,8,7,4,0,36,2,9,16,0,0,,1,,365,5,32,0,3,6,,0,20,15,0,,1,5,2,5,2,79,3,11,,20,0,1,16,0,2,,0,27,0,4,0,2,17,0,0,2,,1,,2,0,1,14
1,82,0,2,0,0,0,4,,0,0,0,63,0,51,3,0,9,2,,0,,56,10,4,3,8,0,3,,2,43,0,,1,0,8,1,0,0,0,0,,1,15,33,16,1,0,,2,21,5,1,1,29,2,7,1,1,,3,,0,9,4,31
7,1,0,6,18,2,0,0,,0,2,3,2,1,2,4,10,0,0,,2,,291,39,10,0,6,1,24,3,,15,0,,0,9,4,104,4,1,1,9,,172,17,45,80,1,1,,7,224,23,316,37,30,362,6,4,16,,20,,46,4,10,8
7,66,33,12,34,4,4,106,,5,11,10,50,14,79,5,34,63,172,,135,,467,2,11,101,246,24,16,25,26,,221,,86,6,8,16,212,4,18,20,,51,1,11,6,0,0,,0,11,0,5,4,1,23,3,0,0,,0,,4,0,0,1
0,3,1,0,0,0,0,23,,0,0,0,8,1,5,0,2,30,14,,9,,30,1,1,6,3,0,0,2,0,236,,,4,0,0,5,16,0,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,0,0,,0,17,0,135,2,1,8,0,0,0,,0,,6,8,0,0
0,1,1,0,0,0,0,4,,0,0,0,0,0,5,0,5,6,37,,11,,20,0,0,20,13,0,0,0,0,125,1,,,0,1,1,15,0,0,8,,2,9,0,1,2,0,,10,4,4,6,1,13,0,2,5,0,,6,,0,19,5,3
6,1,0,45,4,19,3,0,,26,11,0,0,38,1,60,3,0,1,,0,,130,3,6,0,0,4,12,3,8,5,0,,0,,12,10,0,1,0,1,,13,6,2,0,2,1,,3,5,1,1,1,5,0,4,0,0,,1,,3,85,0,13
4,6,0,0,3,9,0,0,,1,0,2,0,8,6,22,5,0,0,,0,,90,2,4,0,3,0,1,14,5,12,0,,0,9,,0,0,2,0,1,,10,3,10,21,0,0,,1,27,0,0,0,8,2,0,0,4,,0,,2,3,0,11
4,5,0,1,4,0,0,0,,0,0,0,0,0,1,5,2,0,0,,5,,102,48,2,0,3,3,9,0,108,14,0,,0,2,1,,0,0,1,2,,38,1,2,4,0,0,,0,7,0,16,5,0,16,1,0,2,,1,,0,0,1,0
4,4,0,0,0,0,0,64,,0,0,0,2,1,0,0,2,12,71,,16,,32,1,7,26,18,1,0,1,2,216,23,,13,0,0,0,,0,1,1,,0,55,3,2,23,0,,19,1,7,6,1,8,2,167,6,1,,0,,2,2,0,1
9,0,1,5,14,0,12,0,,0,4,2,0,18,0,1,9,0,0,,3,,85,0,6,0,1,3,93,0,1,5,0,,0,2,0,0,0,,0,1,,3,5,6,3,0,0,,1,6,4,4,1,3,6,1,1,0,,128,,12,0,179,0
8,4,0,0,28,0,0,0,,0,1,13,0,1,0,1,16,0,1,,3,,90,0,1,1,10,49,1,0,0,23,0,,0,0,1,1,1,5,,8,,8,5,71,21,4,1,,1,16,17,7,1,49,18,6,1,0,,49,,36,0,36,2
63,19,2,3,408,1,4,0,,1,59,54,15,6,10,0,99,5,3,,11,,228,0,7,0,36,117,3,7,6,44,0,,7,0,0,11,0,4,36,,,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,46,17,15,0,,5,50,35,50,3,86,7,19,7,0,,25,,27,9,4,27
41,3,0,6,147,5,12,16,,3,18,28,3,19,21,3,55,1,16,,44,,398,18,69,2,13,53,20,6,188,32,6,,8,6,3,34,1,1,28,64,,,,0,2,125,0,,11,7,37,6,2,15,3,95,30,1,,6,,2,2,5,4
14,1,1,11,44,9,139,0,,3,14,3,0,72,0,10,31,0,1,,62,,327,5,22,1,2,6,63,0,12,14,1,,0,7,6,3,0,75,1,17,,5,3,,70,0,1,,3,108,4,9,0,1,14,0,1,0,,35,,65,0,1,0
5,8,2,3,65,1,0,1,,2,17,1,4,3,4,1,7,0,1,,14,,162,2,1,5,43,6,2,1,19,62,0,,2,0,0,11,2,3,7,40,,29,2,95,,0,0,,0,289,1,22,3,9,29,3,1,2,,13,,20,1,1,3
2,39,1,0,7,2,0,0,,0,0,3,1,1,12,1,6,0,7,,35,,128,11,8,2,229,2,6,5,10,77,1,,4,1,4,39,1,0,2,10,,14,150,1,2,,0,,1,1,51,0,0,6,2,81,20,0,,5,,0,1,0,4
9,0,1,4,11,3,35,0,,1,8,2,0,7,0,1,16,0,0,,0,,44,0,6,1,1,15,11,0,0,4,0,,0,2,1,0,0,13,0,1,,1,0,0,0,0,,,0,1,0,1,0,0,0,0,0,1,,0,,0,0,0,2
0,1,0,0,1,0,0,0,,0,0,0,0,0,4,4,0,0,0,,2,,8,1,5,0,1,0,0,1,0,7,0,,0,0,2,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,1,10,0,,,1,7,3,0,27,0,20,6,0,,2,,0,2,1,6
11,0,0,31,21,12,6,0,,13,5,2,0,65,1,7,11,0,0,,2,,221,2,22,0,2,2,128,4,3,5,0,,0,11,0,3,0,31,1,5,,2,9,83,295,0,0,,6,,4,55,3,30,111,7,3,5,,3,,22,1,6,11
5,149,3,2,28,21,0,6,,0,3,5,18,1,22,3,18,8,17,,46,,264,35,6,10,98,11,6,16,39,247,6,,14,2,8,21,7,2,7,1,,20,76,9,3,56,1,,5,4,,7,1,20,8,63,98,0,,5,,7,3,2,3
62,4,1,3,84,0,34,0,,0,210,11,9,2,11,4,124,8,1,,1,,198,0,8,0,1,10,26,2,4,23,0,,0,4,0,1,3,11,3,15,,5,3,8,27,1,1,,2,55,7,,20,5,31,4,2,5,,7,,29,0,1,1
8,11,0,3,5,0,2,34,,1,6,2,6,6,16,3,5,7,88,,266,,276,8,2,103,120,11,1,5,8,398,11,,96,0,3,0,15,1,7,0,,5,3,3,4,0,2,,2,0,2,30,,1,8,0,0,0,,0,,1,3,3,1
1,4,0,1,1,0,0,0,,2,0,1,1,1,3,1,3,0,8,,3,,13,0,2,22,8,0,2,2,1,50,2,,1,1,0,1,3,1,1,1,,1,20,6,2,1,0,,18,6,10,5,5,,2,22,2,0,,6,,0,1,3,10
129,2,0,6,161,14,0,1,,4,10,2,1,6,2,5,47,1,0,,4,,498,3,94,0,4,5,43,1,22,31,0,,0,1,5,1,0,9,2,25,,87,8,19,26,0,1,,0,145,3,35,2,1,,7,4,3,,7,,14,2,0,5
5,79,2,0,4,0,0,28,,0,0,5,93,1,28,2,12,21,13,,26,,87,9,7,7,39,2,1,29,14,377,15,,2,0,3,7,16,0,1,2,,1,93,0,0,60,1,,15,2,66,0,1,19,1,,15,0,,1,,1,5,0,8
38,0,1,8,42,5,13,0,,1,21,6,1,24,0,0,23,0,0,,3,,206,1,13,0,1,4,60,0,5,16,0,,0,5,5,3,1,115,5,11,,10,53,4,5,95,0,,68,38,176,38,0,18,32,28,,0,,106,,0,0,1,3
19,0,1,0,57,1,104,56,,0,43,53,0,155,0,1,166,0,1,,5,,365,4,74,1,1,126,1,3,0,15,0,,0,1,0,0,0,2,0,83,,2,1,0,3,0,1,,0,3,0,9,0,0,1,0,2,,,1,,0,0,0,0
0,1,1,0,1,0,0,1,,0,0,0,1,1,1,0,4,0,7,,1,,9,1,0,11,4,1,0,1,0,19,1,,1,0,0,0,0,0,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,8,1,0,,0,7,1,13,1,16,0,11,1,1,,,,43,0,38,2
9,0,0,0,49,1,1,0,,0,9,11,9,0,6,0,21,0,0,,8,,85,1,2,0,16,25,7,3,0,17,1,,1,4,0,0,0,0,122,43,,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57,15,1,0,,0,25,0,14,2,8,10,1,2,1,,49,,,0,2,1
1,8,1,0,3,0,0,2,,0,1,5,3,0,2,1,3,0,8,,24,,48,0,0,4,91,8,0,1,1,47,2,,0,0,2,1,1,1,19,5,,4,6,0,0,0,2,,18,1,5,2,1,12,0,0,0,0,,1,,0,,0,31
6,0,3,8,26,20,0,1,,6,2,0,0,2,0,21,0,0,1,,3,,173,5,2,0,1,2,5,1,10,11,0,,2,15,68,4,1,1,1,0,,12,0,1,4,0,0,,1,3,3,1,0,3,0,0,2,0,,41,,2,0,,0
4,4,0,0,20,0,0,0,,0,3,11,0,0,0,1,10,0,0,,2,,60,0,4,0,2,219,0,0,0,6,0,,0,0,0,0,0,0,168,24,,0,7,1,0,2,1,,5,15,2,6,3,30,0,3,1,1,,3,,0,28,0,
4,19,3,5,16,19,2,2,,1,2,1,5,5,2,5,3,0,1,,2,,314,73,25,0,5,1,10,16,34,19,0,,0,10,10,10,1,1,2,3,,27,,,,,,,,,,,,,,,,,,,,,,,
